0,0,0,0,0.98774,-2.25,14.846,-1.7084,-1.6495,7.5099,-1.2353,2.683,-1.683,0,0,0,0,0,0,-3.7856,-2.8146,4.8837,-1.7736,-5.0111,0.36811,-4.8885,2.3627,-0.73654,0,0,0,0,0,0,9.8971,-1.3636,-3.1292,-3.2587,-0.82684,-4.5834,14.22,3.4465,-2.3203,0,0,0,0,0,0,4.3415,18.138,-2.8058,11.149,-1.605,60.83,-18.148,3.9281,-1.5233,0,0,0.41747,0.6863,-11.599,-2.8002,15.87,-114.37,18.01,-5.6809,5.2933,102.38,86.257,-52.986,2.4926,0,0,-2.0972,-21.716,69.43,3.5801,48.025,10.41,-24.171,-7.0187,0.021234,-18.994,-9.21,70.649,-30.279,0,0,2.884,-165.94,28.366,-19.175,-74.089,74.936,10.702,69.614,1.2766,-121.54,100.75,170.47,-47.043,0,0,-0.92973,-159.25,133.26,-71.284,1.529,-109.6,64.865,9.0588,-15.799,159,80.641,175.58,-47.171,0,0,-0.27452,5.5266,3.8023,-1.5748,0.31699,-144.92,20.373,142.87,-189.44,72.914,-0.46034,198.25,-52.008,0,0,0,0,0,0,-8.1683,103.69,131.75,-86.934,-6.6438,-48.729,7.4341,-30.4,-18.355,0,0,0,0,0,0,-172.77,41.796,-45.413,-4.9154,18.846,97.833,85.18,-69.014,-1.8035,0,0,0,0,0,0,-160.19,75.269,-45.737,-22.837,56.052,83.377,-69.453,-3.9064,-3.6005,0,0,0,0,0,0,-2.5658,-65.285,28.513,105.87,-25.793,-41.323,-5.4183,-2.8358,-0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.5792,2.0948,1.134,-1.1953,-0.61274,0,0,0,0,0,0,0,0,0,0,3.3538,-3.3974,5.7946,-1.0446,-0.54127,0,0,0,0,0,0,0,0,0,0,-2.6148,1.4309,-0.38606,-0.87532,0.3113,0,0,0,0,0,0,0,0,0,0,-8.522,11.462,-5.1659,-6.0765,-1.6696,0,0,-3.7754,-2.2524,-0.60289,0.88037,15.427,-27.43,6.033,-0.029006,79.448,-56.486,38.442,14.044,-2.4183,0,0,-0.9976,-5.605,-4.1148,4.9178,-83.296,-31.261,4.183,1.6556,1.9833,-10.677,64.609,-74.984,-3.5637,0,0,-5.2811,-3.8191,-36.301,-82.24,61.283,33.797,89.377,-16.412,15.562,88.556,12.541,175.04,-46.513,0,0,-4.0401,24.101,35,2.4853,90.02,42.834,-6.7144,3.7345,-140.58,83.648,-24.44,171.34,-46.143,0,0,3.1953,-110.48,54.916,72.86,-71.093,-1.0993,0.375,6.2721,20.998,11.93,-275.74,203,-45.956,0,0,-8.1268,-177.93,147.32,-100.13,2.9244,0,0,0,127.67,2.442,6.5969,203.47,-50.582,0,0,-2.9094,-164.97,41.72,72.667,-31.7,0,0,0,94.666,-9.643,-13.441,-30.346,-16.891,0,0,-8.5556,-6.4016,112.68,156.77,-44.427,0,0,0,-59.762,94.133,109.65,-66.919,-0.71859,0,0,0.17973,7.0176,5.2901,-4.2063,-0.97428,0,0,0,-0.46651,-3.5143,7.4674,2.7186,-0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.70753,-2.7655,0.087019,-0.5613,0.55353,13.263,-29.05,5.495,0.1238,-36.7,3.21,0.9375,-0.1528,0,0,-2.6193,9.6202,-1.933,1.9252,-41.316,-88.547,-28.615,24.825,13.315,49.996,-63.819,5.2235,-0.89623,0,0,2.0858,-10.103,7.6528,-33.998,29.504,8.654,42.806,-69.019,-125.22,30.33,62.993,-25.911,-2.8849,0,0,3.0792,7.6169,-35.596,16.72,1.4665,103.2,47.235,-40.019,-43.571,103.48,6.6283,-98.287,-4.0158,0,0,-9.3947,-24.544,7.363,6.0777,132.3,-209.2,68.092,-41.82,-102.65,134.36,4.3619,158.28,-47.248,0,0,-1.067,-188.9,64.312,92.066,26.984,-84.398,102.01,-8.4289,80.407,110.13,10.487,199.17,-51.413,0,0,4.6627,-56.81,74.661,-15.348,-5.0054,0.0056897,-57.794,28.156,104.61,32.033,38.788,-19.982,-16.133,0,0,3.9821,19.7,-3.6696,-3.087,4.7533,4.1026,-11.748,-6.9339,-59.957,25.989,-17.492,-13.913,-2.0837,0,0,-2.6193,-3.0703,-3.0658,1.2075,1.5368,1.895,10.588,-1.6405,-7.0634,-7.0634,0.2488,-2.4698,-2.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4641,5.125,1.2925,-3.3236,-1.076,1.3878e-017,1.3878e-017,1.3878e-017,3.674,-0.57356,-3.4575,-5.125,-1.2679,0,0,9.3056,6.4931,-0.69888,-7.2476,-0.79247,-5.5511e-017,-5.5511e-017,-5.5511e-017,5.1495,4.3636,-5.4539,-11.119,-2.7655,0,0,-7.0344,-14.212,-7.3134,15.306,-3.2901,0,0,0,-7.1136,-1.8873,18.372,7.1716,-1.8828,0,0,-1.0188,11.152,-9.0433,14.648,-1.7288,4.4409e-016,4.4409e-016,4.4409e-016,6.2018,-21.307,2.3414,-1.2455,-1.0233,0,0,-1.326,11.795,89.823,43.759,-0.42644,-17.699,2.6275,-12.011,-0.10377,-40.705,-108.72,9.7893,-0.69199,0,0,2.7778,-95.492,75.898,-7.5054,43.191,97.076,-32.04,52.088,-1.6688,-7.4506,78.5,-28.798,-2.808,0,0,-1.1038,-161.48,44.898,6.4444,-26.478,-17.911,-7.6707,-47.865,95.337,-6.7207,44.654,-80.425,-3.7288,0,0,3.5009,2.1932,7.6627,-0.095113,-9.7946,-2.9486,-147.45,29.674,1.9898,4.3146,-0.05024,-129.87,-2.5033,0,0,2.6618,-2.645,-4.77,-5.9139,-2.6115,23.174,129.06,4.6193,-15.243,9.4958,-17.789,-132.62,-1.5514,0,0,0,0,0,0,-3.4061,-93.185,69.928,1.1038,-270.69,42.322,132.44,-79.694,-0.9375,0,0,0,0,0,0,-2.6193,110.05,0.25449,5.6998,-4.5547,-14.437,-26.973,-17.085,-0.52003,0,0,0,0,0,0,1.5547,124.17,1.6474,-14.252,-13.926,111.73,-82.125,3.6328,-1.904,0,0,0,0,0,0,8.9931,133.96,7.9919,3.596,134.77,17.898,-19.369,0.32115,-0.79696,0,0,0,0,0,0,-6.7554,106.64,3.9453,1.5804,-15.561,-15.066,-8.0801,-6.9408,-2.2913,0,0,0,0,0,0,-4.2353,-1.4689,1.866,1.067,3.5245,-3.0523,-0.21322,2.9486,-0.6863,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875,2.5559,-1.3681,-0.10168,-12.791,-0.5024,-1.2781,-17.864,3.6173,0,0,0,0,0,0,5.7778,6.4629,-0.44439,-37.282,81.768,-9.003,-3.782,107.33,-31.992,0,0,0,0,0,0,-1.5523,-9.849,-43.784,17.311,15.746,1.3403,0.31218,150.96,-46.622,0,0,0,0,0,0,22.927,12.94,14.581,17.13,4.212,-7.0499,1.4877,204.09,-50.939,0,0,-0.39623,0.89623,4.1103,-35.549,-95.534,62.697,29.929,10.657,4.3816,5.3795,19.187,-17.89,-15.761,0,0,3.9764,10.395,7.9399,11.841,21.897,41.793,-18.811,31.061,2.4264,2.2742,85.944,-8.6119,-3.9085,0,0,2.6986,-107.17,66.531,-25.172,-19.903,-18.475,-11.175,3.6986,-5.5233,-7.1337,-8.1292,-6.8636,-2.1029,0,0,0.33822,-188.47,68.564,93.067,-56.41,11.342,5.5861,0.4028,1.1442,9.3514,5.5087,-2.8146,-1.4106,0,0,-5.7509,-62.08,73.518,-17.308,-3.6283,7.1214,-2.7455,5.5401,0.024519,-7.5846,-2.4877,3.3113,-1.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7958,1.1986,1.5592,-9.0968,-28.233,8.9101,27.317,-10.275,11.743,0.19078,2.0658,1.212,-0.17404,0,0,-6.7966,-0.1875,6.4024,73.52,-54.985,21.69,64.86,-12.466,-74.148,20.58,-25.322,6.8362,-0.79335,0,0,1.8481,4.634,121.31,-0.86242,11.239,1.7353,-20.431,-3.4841,-2.2264,45.917,87.103,-56.496,2.7615,0,0,0.97789,10.621,133.85,31.201,-73.812,-0.075962,83.239,-6.2132,1.0266,4.3983,-5.215,57.628,-36.738,0,0,-5.049,-10.34,125.48,63.054,-84.032,-8.517,143.04,-2.4053,1.0123,11.048,10.896,1.3974,-125.29,0,0,-0.13726,9.5209,89.707,1.5665,136.88,-51.738,-50.205,34.514,6.6594,-2.3514,3.8816,-9.4674,-125.49,0,0,-4.4409e-016,2.3873,-52.765,14.486,-37.243,-0.92524,-7.3224,114.95,-25.407,-3.0748,-0.70753,36.176,-125.1,0,0,-0.15849,-4.4474,7.9979,10.24,-3.8861,-5.5433,2.4204,3.7006,-56.398,94.893,-2.1806,-22.683,-15.824,0,0,1.0245,11.896,2.337,-7.8738,2.5736,-4.7108,-0.37828,-7.6046,-3.837,2.9865,-2.2288,1.0167,-0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3816,-2.4252,-0.99343,-0.60705,2.2578,0.78109,-1.0167,-11.787,-27.626,7.7863,-19.822,13.417,-0.11603,0,0,1.674,-2.4686,7.177,0.75657,-7.5679,11.219,14.227,73.219,-50.897,22.144,-46.246,-106.8,2.5273,0,0,0.72308,-5.1002,-9.7195,-6.98,-31.741,-89.459,66.506,4.0673,8.9539,6.8224,7.0939,82.086,-31.884,0,0,4.4363,9.6839,-7.8558,-31.994,24.421,15.894,-7.8705,22.584,-3.3539,60.783,10.621,167.88,-46.399,0,0,-7.9527,-6.2389,-43.454,21.171,21.626,21.092,80.743,-134.35,32.989,-118.94,56.702,150.96,-43.77,0,0,-0.6226,-23.611,3.8009,16.865,31.914,-87.99,-45.501,-180.96,29.8,-9.7186,-14.263,-126.32,-0.81162,0,0,-3.4812,-155.18,43.861,39.403,-20.122,-7.5963,-11.51,-66.366,82.674,3.4874,104.81,-78.394,-2.6026,0,0,2.076,-158.99,37.632,-20.59,-22.474,-11.096,-4.1292,-2.3059,5.5646,-2.3068,0.89175,4.7096,-2.0604,0,0,-0.96651,-3.9731,-4.5523,5.4898,1.0703,14.382,-2.7108,-0.32027,-5.3893,0.5613,-1.2455,-1.1405,-2.2733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.10048,-0.38397,-3.5523,-1.2312,1.3962,2.0948,1.134,-1.1953,-0.61274,0,0,0,0,0,0,2.1083,3.6618,-1.2476,3.9264,2.8917,-3.3974,5.7946,-1.0446,-0.54127,0,0,0,0,0,0,-1.5736,2.4228,3.5421,-1.6196,-4.8603,1.4309,-0.38606,-0.87532,0.3113,0,0,0,0,0,0,4.1863,-4.2542,-14.9,0.29936,2.1495,11.462,-5.1659,-6.0765,-1.6696,0,0,0.82356,-1.0981,1.7937,13.78,-1.4535,27.181,84.141,1.6107,3.1663,-30.489,-8.8712,13.481,-2.0703,0,0,0.0056897,8.1079,19.196,-82.055,27.188,26.96,-5.7866,4.8203,2.2243,62.366,98.042,-32.08,-1.4028,0,0,-0.15849,12.278,-81.784,69.324,4.0286,49.587,40.422,14.438,-14.445,-0.38816,185.73,-31.911,-1.8705,0,0,1.4094,-89.474,61.562,27.281,-81.222,-234.53,50.01,139.57,-226.7,39.012,53.139,-99.371,-0.81578,0,0,-2.1014,130.15,17.884,-17.62,-20.08,19.664,13.908,-126.09,-59.564,76.772,-1.7407,-120.33,-1.5446,0,0,5.1962,34.011,56.082,-14.203,5.3738,156.38,3.0519,-103.26,-53.252,-150.97,46.662,-121.82,-1.4821,0,0,3.0679,7.5323,-1.7733,1.1663,5.7566,-57.867,63.109,-15.673,-91.184,29.017,-3.727,-121.74,-2.337,0,0,2.8358,-2.9028,-2.0278,-0.69078,-4.3526,-2.7219,-43.6,-0.76346,2.2238,-16.616,75.037,-71.158,-1.1986,0,0,1.4788,0.045753,2.9196,-3.2321,4.2018,3.8403,-6.6349,-60.722,18.857,-3.5143,-49.757,1.3571,-0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8.7353,5.009,12.839,2.2614,-1.3448,0,0,0,0,0,0,0,0,0,0,0.17973,-1.5691,5.7787,5.7207,-2.7243,0,0,0,0,0,0,0,0,0,0,11.005,-7.4722,-1.6908,-1.0661,-1.0359,0,0,0,0,0,0,0,0,0,0,10.511,12.612,-1.4041,-13.269,-2.9821,0,0,0,0,0,0,1.875,1.9064,1.9276,-4.6414,-132.82,72.753,132.65,-58.08,3.1843,0,0,0,0,0,0,1.3337,10.251,16.827,-13.243,21.25,22.244,-45.701,111.32,-32.239,0,0,0,0,0,0,11.638,-43.683,-87.629,-30.29,-6.2231,-18.945,16.712,179.55,-46.985,0,0,0,0,0,0,-33.286,18.912,5.4159,-7.5976,113.23,-94.565,105.06,172.65,-46.354,0,0,0.74015,-3.8929,-1.3589,-39.415,17.491,17.787,81.387,57.376,153.36,-196.58,23.891,147.65,-43.745,0,0,-5.7467,-10.794,9.6645,31.102,4.4674,-88.09,-41.707,106.03,0.11512,7.8079,82.189,-68.325,-2.3648,0,0,1.2467,14.549,-80.361,49.375,82.428,-70.85,3.134,-163.48,48.359,-64.172,-36.495,10.632,-2.3517,0,0,2.5188,-106.01,52.521,84.844,-68.251,6.7877,4.3092,9.9865,-4.0981,-2.4689,-1.3292,-5.2521,-1.7144,0,0,-3.9282,-174.69,152.2,-72.152,-5.5577,-0.76346,3.6651,-4.9118,-3.1238,-9.4964,-2.096,-8.2554,-3,0,0,-4.8636,-159.63,201.99,-37.495,-1.9151,0,0,0,0,0,0,0,0,0,0,-2.1651,5.4183,-4.5466,1.2933,-0.45753,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.4273,-0.16418,0.041266,0.3738,-3.3035,-0.66747,0.091506,-0.95873,13.655,-5.2794,-1.125,14.332,-0.029006,0,0,6.3268,-2.1863,-0.48085,-4.5499,8.5622,12.906,-35.931,11.207,-99,27.926,8.0957,-71.539,-11.469,0,0,-5.2075,1.0045,2.657,13.984,-32.487,-88.324,-24.478,49.82,-25.97,13.712,-0.19199,5.0377,-127.14,0,0,4.4788,-2.279,17.962,-83.212,-32.471,4.7667,2.1038,-153.43,-13.906,45.741,-12.739,-7.992,-117.81,0,0,-6.5009,4.7721,-71.619,73.061,-1.3571,97.004,-181.38,75.426,-2.337,-1.7745,-7.5236,149.6,-43.619,0,0,1.1986,0.52692,121.89,4.6525,3.5801,151.09,-221.86,33.49,-1.6352,40.565,80.473,-75.087,-2.1385,0,0,0.048158,8.34,85.471,-5.9793,-18.04,-116.14,-146.62,43.16,-5.1683,-21.63,-14.308,-2.7635,-2.1127,0,0,-4.4575,1.6552,-67.715,9.2814,-38.445,1.8427,0.89711,14.141,-8.0075,1.8792,-2.5568,-5.6369,-1.3505,0,0,2.3448,1.6495,-1.4865,11.196,0.87172,-5.5568,-4.2655,0.20753,-1.212,-2.6773,6.9551,5.1103,-2.0736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
