9,1,7,10,7,0,11,7
13,4,11,3,15,1,15,2
11,5,9,4,12,1,16,1
17,8,11,3,21,5,13,4
8,0,10,8,6,2,8,8
9,2,7,9,7,0,13,5
11,1,12,5,11,2,10,6
9,0,11,7,9,0,11,7
9,1,11,6,10,0,12,6
15,5,13,2,20,3,12,5
9,1,9,7,10,0,10,7
13,9,9,3,21,4,11,6
11,1,12,5,9,1,14,3
15,8,9,4,19,5,11,5
16,5,13,2,16,7,9,4
14,2,13,3,12,1,17,0
10,5,13,0,11,5,12,1
19,5,10,3,20,2,15,1
16,7,12,2,19,4,15,2
14,7,14,1,18,5,14,3
19,6,13,1,22,3,16,1
16,6,13,3,21,4,12,6
15,8,13,4,13,8,15,2
11,2,13,2,10,1,16,0
18,8,9,4,15,8,12,1
3,5,4,2,4,2,9,0
17,11,4,6,14,9,11,1
18,5,12,3,19,3,15,2
12,6,10,0,11,7,9,0
12,5,8,5,14,0,16,2
8,9,7,1,9,7,10,0
12,9,9,2,21,3,12,5
8,2,12,4,9,0,15,3
12,2,15,1,16,1,13,4
11,10,7,3,15,7,9,4
9,6,12,0,12,4,13,1
11,2,12,4,12,0,15,3
15,7,10,2,13,8,10,1
12,0,14,4,11,0,15,3
11,0,13,5,10,0,14,4
10,1,8,9,7,1,11,6
8,0,10,8,9,0,9,9
15,10,8,4,21,4,14,4
11,0,11,7,9,0,13,5
11,2,14,2,12,1,15,2
10,1,9,8,7,0,14,4
16,8,11,2,20,4,15,2
15,5,14,2,19,4,12,5
13,10,9,2,23,4,11,6
13,1,15,2,12,0,18,0
