9,6,9,3,12,5,8,5
6,8,7,2,11,5,8,4
6,8,7,3,9,5,10,3
9,6,16,5,8,7,15,5
9,5,13,2,10,6,10,4
9,5,19,5,8,6,18,5
9,6,9,5,9,4,13,3
6,7,7,4,9,4,10,4
8,5,17,4,7,6,16,4
9,8,6,4,11,5,10,3
10,10,7,3,11,9,8,3
11,3,22,2,14,4,17,6
5,9,7,2,13,3,11,4
10,8,11,3,12,6,13,3
5,10,9,1,11,5,13,2
9,6,9,3,12,4,10,4
3,11,7,2,11,4,13,3
8,11,9,6,12,7,13,6
6,13,9,2,11,9,12,3
8,7,9,3,13,4,10,5
11,13,10,4,14,10,13,4
7,5,9,4,11,3,9,6
8,10,10,3,11,6,15,2
7,12,10,3,9,10,12,3
7,10,5,4,12,4,12,3
11,11,11,2,12,10,12,2
11,8,10,1,15,4,14,1
8,6,8,9,8,4,12,7
10,7,8,4,12,4,12,3
8,6,14,4,10,5,14,5
11,14,7,3,16,9,12,3
11,9,14,3,9,11,12,3
10,6,10,2,15,2,13,3
10,7,9,3,13,2,16,1
7,9,12,2,11,7,12,4
7,8,8,3,12,3,13,3
7,11,11,1,13,9,9,5
6,8,7,3,13,2,12,4
5,9,7,3,12,3,12,4
10,7,9,2,16,0,17,1
10,4,13,1,12,4,11,3
6,6,7,5,11,2,10,6
11,4,10,8,8,4,13,5
9,6,12,1,15,3,12,4
8,12,10,2,10,11,10,3
6,8,8,2,13,3,11,4
10,6,12,4,12,3,16,3
9,12,10,1,10,11,11,1
11,13,8,2,12,12,9,2
8,9,3,4,11,4,10,2
10,10,11,1,14,9,9,4
12,1,19,3,12,3,15,5
6,8,8,3,13,3,11,5
11,9,13,3,10,11,10,4
7,9,6,4,11,4,12,3
11,7,10,3,12,5,13,2
7,7,8,4,13,2,12,5
9,4,13,5,9,4,13,5
7,4,16,5,7,6,12,7
10,6,15,1,11,7,12,3
