11,9,4,5,17,4,8,6
8,9,9,3,18,4,9,8
20,9,6,4,21,9,5,5
11,6,10,3,12,8,5,6
16,8,10,4,17,7,11,4
18,9,6,3,24,7,4,7
5,12,9,4,12,8,10,7
9,11,8,4,15,8,8,7
11,11,6,6,16,7,9,7
18,5,10,5,21,4,9,7
14,12,8,4,14,13,6,5
8,9,9,5,10,9,7,7
22,9,8,3,23,10,5,5
8,12,10,7,9,11,11,7
11,7,10,2,19,5,6,8
20,8,8,4,20,9,6,5
12,11,11,2,17,9,10,5
13,6,10,2,16,5,9,4
12,10,11,5,10,11,11,4
14,8,8,2,21,5,7,6
21,10,11,2,24,11,6,6
11,12,7,3,18,7,10,5
15,6,9,8,19,4,9,10
8,8,7,7,10,4,13,5
15,6,8,11,15,5,10,10
17,6,10,7,17,6,10,7
15,6,10,7,18,6,7,10
13,11,6,3,21,6,8,6
12,10,10,2,17,9,7,6
6,8,10,6,9,8,7,9
18,9,8,2,22,8,6,5
10,9,15,5,9,11,12,6
11,9,12,1,15,9,8,5
21,12,6,1,26,9,7,3
9,8,8,6,11,8,6,8
8,5,3,7,9,4,4,7
14,13,7,4,18,9,11,4
13,6,14,2,12,8,11,3
16,11,11,3,19,8,14,3
13,8,12,2,15,7,12,3
29,12,6,6,29,12,6,6
13,4,12,2,18,3,9,6
28,7,8,2,29,7,7,3
16,9,14,2,13,12,11,2
16,10,4,6,18,7,8,5
15,12,5,3,19,9,7,4
15,9,8,3,19,6,10,4
15,11,6,2,20,8,7,4
15,12,7,2,18,10,8,3
12,8,9,4,15,5,12,4
14,5,12,2,19,4,9,6
14,6,11,2,18,6,7,6
9,4,2,2,8,4,3,1
22,13,4,4,22,13,4,4
21,9,8,4,15,13,6,2
15,11,8,2,25,6,8,7
23,10,9,2,25,11,5,5
16,10,10,4,14,12,8,4
12,11,10,2,18,8,10,5
10,8,10,3,18,4,10,7
14,19,7,7,14,17,11,5
14,11,13,7,13,12,12,7
22,15,9,6,23,14,10,6
22,13,6,6,26,11,6,8
20,15,9,6,22,13,11,6
13,9,7,4,18,5,10,5
15,11,6,3,18,8,9,3
24,13,7,8,19,15,8,5
12,6,9,5,16,3,11,6
14,8,8,2,21,4,9,5
14,10,9,1,21,6,10,4
14,18,7,6,14,17,9,5
12,13,10,3,10,16,6,4
14,9,10,2,18,8,8,5
18,8,7,3,23,5,8,5
