7,2,7,3,6,3,6,3
8,7,7,4,9,5,10,3
9,4,8,6,8,4,9,5
8,6,9,3,7,8,6,4
14,14,16,4,11,17,13,4
8,6,10,2,9,7,7,4
8,3,10,5,7,6,5,7
9,7,10,1,7,10,6,2
6,9,6,3,7,9,5,4
7,5,9,4,10,4,8,6
8,5,11,3,11,4,10,5
7,9,7,2,8,9,6,3
10,6,9,3,8,7,9,2
14,8,16,8,15,8,15,9
8,7,7,4,5,9,6,3
14,3,12,3,9,7,9,2
6,5,10,3,10,5,6,7
7,8,8,2,10,6,9,3
9,7,8,3,8,7,9,2
8,6,9,3,9,6,8,4
7,6,7,5,9,4,9,5
8,5,9,4,8,6,7,5
8,6,10,3,10,5,10,4
7,6,7,5,8,5,8,5
8,6,11,2,10,6,9,4
9,4,9,5,8,5,8,5
7,9,7,2,9,7,9,2
9,5,8,5,7,6,8,4
8,7,7,4,8,6,9,3
10,3,9,6,6,6,7,5
7,8,6,4,9,5,10,3
9,4,12,2,9,7,6,5
10,4,8,6,8,4,10,4
9,6,9,3,7,8,7,3
6,6,9,4,10,4,9,6
8,6,8,4,9,5,9,4
9,4,9,5,9,4,9,5
8,6,8,4,10,4,10,4
10,4,10,4,8,6,8,4
9,3,10,5,7,5,8,5
8,3,12,3,11,4,7,7
7,6,8,4,9,5,8,5
10,6,6,7,6,7,8,4
8,6,8,4,9,5,9,4
8,6,10,2,11,5,9,4
9,5,11,3,9,6,9,4
8,8,7,3,8,6,11,1
10,6,7,5,11,5,8,5
6,8,7,3,8,7,7,4
9,5,8,5,7,6,8,4
10,9,8,4,7,10,9,2
14,12,15,8,13,10,20,5
0,0,3,0,0,0,3,0
10,9,7,2,10,8,9,1
14,11,16,8,14,8,22,5
23,6,10,6,19,8,10,4
6,7,8,3,12,3,10,5
6,7,8,3,9,6,7,5
7,5,9,4,9,5,7,6
11,2,11,5,9,4,9,5
6,7,7,4,10,4,9,5
7,6,9,3,9,6,7,5
4,8,7,3,10,5,7,6
8,4,9,5,9,4,8,6
11,4,9,5,6,7,8,3
7,6,7,5,7,6,7,5
6,7,8,3,8,7,6,5
7,7,7,4,6,8,6,4
8,5,10,3,8,7,6,5
10,4,9,5,7,6,8,4
8,5,9,4,8,6,7,5
8,4,10,4,11,3,9,6
15,17,7,3,13,18,7,2
9,2,11,5,10,3,8,7
13,8,14,10,13,6,18,8
10,6,9,3,10,5,11,2
8,9,6,3,8,7,10,1
7,4,10,4,10,4,7,7
