0,0,-0.20043,3.9602,13.777,12.766,9.7096,1.5164,-0.40631,0,0,-0.50862,4.9112,13.312,19.824,11.222,0.83431,-0.22355,-2.0311,-2.4385,-1.1033,-78.833,83.868,24.45,5.712,3.1176,-0.83536,11.846,1.4315,54.203,596.31,684.03,826.33,67.819,2.7336,-0.73247,10.681,-12.506,156.89,333.73,-114.7,684.1,25.322,-48.556,2.1976,20.075,16.432,27.535,-21.985,355.76,928.81,781.09,397.7,-11.538,16.49,-12.836,197.15,805.43,578.95,316.24,183.83,52.29,1.9592,8.6965,9.0062,3.4929,7.2551,2.1442,5.6936,4.8115,2.5827,1.804,-2.3302,-2.4132,-0.93591,-1.944,-0.57453,-1.5256,-1.2892,-0.69202,-0.48338
4.7204,5.1413,10.747,18.831,12.994,6.8003,20.901,6.3425,-1.6995,2.398,4.3052,13.64,27.902,17.167,4.5197,20.873,6.4343,-1.7241,9.7269,16.021,-17.53,-36.287,48.104,66.919,21.796,3.5518,-0.9517,11.957,-40.622,351.07,950.32,943.31,869.59,21.189,6.7332,-1.8042,22.308,9.7862,106.08,253.91,144.16,889.47,-45.761,-30.632,-4.7957,7.827,8.7824,-1.6548,-9.4192,400.16,1028.7,936.19,500.94,-36.809,9.271,8.2524,73.497,962.72,884.24,555.59,357.37,146.31,-13.958,6.8229,6.3263,13.572,123.7,17.253,4.7581,3.0697,4.0858,4.705,-1.8282,-1.6951,-3.6365,-33.146,-4.6229,-1.2749,-0.82252,-1.0948,-1.2607
13.976,17.311,11.634,14.095,6.3659,2.315,0,0,0,13.051,22.088,-23.704,-65.595,-59.909,4.3315,0,0,0,12.523,-42.081,334.25,544.34,455.88,-11.546,-1.2978,-0.57455,0.15395,4.4197,-3.934,37.001,221.89,804.95,438.67,8.739,3.5088,-0.94019,-0.8677,4.5388,-33.666,-146.72,490.57,355.7,-25.495,-0.94899,-1.3771,4.4979,-31.942,221.68,462.19,908.14,663.11,373.11,108.78,1.4979,10.698,-15.239,134.81,439.61,587.03,584.98,677.92,371.72,-25.865,3.2964,2.6666,3.3483,3.3859,8.0072,6.0439,5.1095,3.2283,5.4201,-0.88328,-0.71452,-0.89717,-0.90726,-2.1455,-1.6194,-1.3691,-0.86503,-1.4523
4.7204,5.1413,11.541,10.943,15.153,6.4919,0,0,0,2.398,4.3052,15.008,16.668,17.925,6.7196,0,0,0,9.6625,9.9353,-3.4093,43.37,-27.395,-2.652,-0.41808,-0.73939,-0.30197,8.1082,5.6121,122.17,895.16,790.65,50.075,-3.0773,0.27374,9.9557,14.065,10.88,31.501,-101.3,826.73,223.79,117.78,110.83,15.341,9.5252,5.707,90.486,781.57,929.64,906.81,916.09,806.83,64.594,8.4554,8.8147,61.666,256.21,58.554,10.395,4.4233,9.8488,6.3613,1.9649,2.1401,2.181,6.1714,3.0549,1.1798,0.93942,2.9343,8.7331,-0.5265,-0.57343,-0.58438,-1.6536,-0.81855,-0.31613,-0.25172,-0.78625,-2.34
0,0,-0.33095,4.5193,13.711,13.116,20.95,3.1821,-0.85264,0,0,-0.54298,5.0236,19.408,8.2681,21.25,3.4484,-0.924,0,0,-0.91049,0.63122,-54.39,94.265,9.5561,2.3217,-1.76,0,0,-4.0679,29.692,754.94,859.76,-43.756,-38.25,9.9979,-2.003,-2.1226,0.30199,38.192,340.75,633.43,497.81,437.57,-10.211,13.695,16.547,-15.707,178.13,840.79,804.72,447.13,138.03,-18.324,15.436,-40.01,355.68,648.11,283.88,29.593,17.495,3.2527,-0.87156,6.611,4.7842,6.1758,4.0347,2.3452,6.621,2.0518,0.16322,-0.043735,-1.7714,-1.2819,-1.6548,-1.0811,-0.6284,-1.7741,-0.54979,-0.043735,0.011719
0,0,-0.35492,8.3806,15.545,6.5373,20.901,6.3425,-1.6995,0,0,-0.46211,9.7031,23.754,5.4358,20.873,6.4343,-1.7241,-1.7039,-2.4086,-0.11407,-59.133,-15.021,72.916,21.924,3.2778,-1.2935,10.53,14.798,-13.277,465.97,905.82,837.33,6.2701,-57.685,-1.6873,14.252,17.343,5.3362,301.43,396.35,498.2,117.48,454.43,40.698,7.159,7.5036,1.9581,-119.57,538.46,893.35,900.39,445.28,25.42,9.0945,5.2361,80.026,868.22,760.46,349.64,58.398,18.929,18.918,1.3128,0.23617,18.807,107.46,4.0228,2.0089,1.5498,4.3618,3.5931,-0.35177,-0.063282,-5.0392,-28.793,-1.0779,-0.53828,-0.41527,-1.1687,-0.96277
3.9962,7.32,8.8329,22.109,16.217,11.315,8.2451,5.6993,-1.5271,4.6509,8.3113,15.003,-55.082,-30.524,14.748,8.8491,4.6332,-1.2415,21.23,24.492,-14.234,671.43,322.93,-15.366,15.291,3.3912,-0.90866,1.9451,3.8763,-18.247,263.76,952.02,768.89,31.74,5.1212,-1.3722,-1.4301,-1.4087,-10.056,-64.855,77.17,1000.9,167.13,4.9268,-1.3201,11.759,10.709,61.916,477.82,37.181,978.85,169.65,3.0028,-0.80459,8.3393,8.3352,39.811,597.41,956.45,1117.7,274.35,6.4539,-1.7293,1.1179,1.3869,8.0299,0.17544,91.161,284.85,105.91,2.0742,-0.55579,-0.29953,-0.37161,-2.1516,-0.047009,-24.427,-76.326,-28.379,-0.55579,0.14892
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6383,3.5314,-31.508,-79.319,-82.105,-28.723,-1.3743,-0.16817,0.045062,13.003,-23.585,225.4,530.26,657.54,262.3,11.442,2.6355,-0.70617,9.9871,-13.995,166.21,207.11,229.66,514.76,-73.29,-48.662,0.035668,11.763,20.134,-8.8053,682.75,941.9,785.91,761.52,423.95,-16.18,7.8614,8.1567,9.1199,9.0336,106.28,67.019,126.42,80.558,3.6603,3.0525,2.5024,1.6422,7.0328,3.2349,7.69,5.6966,4.3764,4.6272,-0.81792,-0.67053,-0.44004,-1.8844,-0.86679,-2.0605,-1.5264,-1.1726,-1.2398
0,0,-0.22168,5.6062,14.149,12.005,8.2451,5.6993,-1.5271,0,0,-0.33977,4.4733,17.376,18.616,8.8491,4.6332,-1.2415,0,0,-0.093728,-5.0108,-48.732,-9.4037,16.753,2.5515,-1.8216,0,0,-14.05,88.552,888.16,521.45,-55.261,-36.213,9.4521,-1.078,4.0993,-74.215,181.77,505.71,629.41,562.05,439.48,-10.723,7.6461,-28.157,196.43,677.41,909.26,881.91,505.03,138.38,-18.419,19.106,-26.513,266.27,369.87,143.65,15.554,17.28,4.0717,-1.091,5.0133,5.202,3.7671,1.6125,5.5683,2.6586,5.4425,0.48966,-0.1312,-1.3433,-1.3939,-1.0094,-0.43206,-1.492,-0.71237,-1.4583,-0.1312,0.035156
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0227,-0.79046,-11.115,-79.149,-15.41,0.049771,-0.64662,-0.032858,0.0088042,10.451,8.1539,53.766,497.82,219.22,16.6,6.177,2.8377,-0.76037,11.72,-1.509,91.764,426.76,784,288.22,-68.766,-9.581,0.93583,8.235,-15.601,135.55,309.08,583.56,648.54,636.23,156.83,-11.377,0,0,-1.1227,11.537,19.865,10.665,168.18,258.62,4.4394,0,0,-0.052108,1.8572,2.8462,4.9886,6.1089,3.6355,5.311,0,0,0.013962,-0.49763,-0.76265,-1.3367,-1.6369,-0.97413,-1.4231
