15,5,10,3,10,9,7,2
16,2,14,3,14,2,16,1
16,6,9,3,12,9,7,2
17,12,5,2,14,14,4,1
16,11,5,2,15,11,6,1
16,6,12,3,11,9,11,1
19,7,13,3,16,10,10,3
8,0,0,0,8,0,0,0
17,6,11,3,15,8,9,3
11,0,1,1,8,2,0,0
20,5,13,3,19,5,14,2
14,4,4,1,15,3,5,1
21,3,13,4,17,6,11,3
17,8,9,3,13,9,11,0
21,5,11,5,14,9,10,2
19,9,9,3,19,9,9,3
25,9,6,7,15,14,6,2
19,12,7,2,18,12,8,1
14,10,14,5,11,12,13,4
8,1,1,2,4,3,1,0
20,9,9,4,16,11,9,2
8,1,0,0,8,1,0,0
19,11,9,3,16,14,6,3
15,5,11,2,14,5,12,1
14,6,8,4,13,7,7,4
21,5,9,4,19,6,9,3
15,1,15,3,8,8,8,3
15,1,15,3,14,4,10,5
15,8,7,3,12,10,6,2
17,6,11,3,19,4,13,3
24,8,9,3,25,8,8,4
15,6,9,3,14,6,10,2
22,7,9,4,15,13,4,3
18,7,9,3,16,9,7,3
19,5,12,2,13,9,10,0
21,7,8,6,19,6,12,3
17,2,15,2,14,4,14,1
20,4,12,3,19,6,9,4
22,6,9,3,24,5,9,4
19,7,9,3,22,6,8,5
17,4,12,1,15,7,8,2
18,9,6,4,15,9,9,1
14,4,12,4,12,5,12,3
16,9,7,2,17,7,10,1
23,8,8,2,24,7,9,2
12,12,4,2,10,13,4,1
19,4,14,4,15,8,10,4
16,7,10,1,15,7,11,0
22,6,10,5,18,9,8,4
14,4,12,3,10,7,10,2
16,2,14,2,14,2,16,0
18,1,16,2,10,7,12,0
13,7,10,3,11,9,8,3
16,6,9,3,12,8,9,1
14,3,15,1,15,3,14,2
17,4,13,1,13,7,11,0
15,4,8,7,12,6,7,6
20,5,12,1,17,9,7,2
17,12,4,3,15,13,4,2
20,6,12,4,16,8,12,2
18,6,9,3,19,7,6,5
15,4,13,2,14,4,14,1
18,4,13,1,14,9,7,2
13,5,10,5,7,10,6,4
15,3,13,3,11,5,13,1
16,7,7,4,12,9,7,2
15,3,13,4,12,4,14,2
21,5,11,4,14,10,8,2
13,10,7,4,12,10,8,3
21,11,5,3,16,14,4,1
14,5,14,3,14,4,16,2
9,16,2,1,10,15,3,1
23,7,10,4,19,9,10,2
23,6,12,5,21,5,16,2
24,6,9,5,21,7,10,3
14,5,13,1,14,6,11,2
10,1,12,6,11,1,11,7
16,3,13,3,15,3,14,2
13,11,7,3,13,10,9,2
17,6,11,2,13,8,11,0
10,1,1,3,11,1,0,4
16,4,13,1,14,6,11,1
20,8,7,3,17,10,6,2
17,6,10,2,17,7,8,3
16,2,15,2,12,5,13,1
12,7,8,5,10,8,8,4
13,6,12,5,10,6,15,2
25,8,5,5,20,10,6,2
15,10,9,5,9,12,11,1
17,8,11,2,11,12,9,0
22,10,5,4,21,10,6,3
16,6,10,2,15,6,11,1
19,6,11,4,18,6,12,3
14,5,13,2,13,5,14,1
23,6,10,4,23,5,12,3
10,2,7,3,8,3,7,2
16,7,10,2,15,7,11,1
17,4,13,1,16,4,14,0
1,0,2,1,1,1,0,2
16,8,7,3,13,9,8,1
20,7,10,4,20,6,12,3
15,8,9,2,13,10,7,2
8,9,13,2,9,9,12,3
23,5,13,5,15,10,11,2
15,7,10,4,16,6,11,4
17,3,11,5,13,3,15,1
13,8,10,2,14,8,9,3
17,3,13,4,10,6,14,0
17,8,10,4,12,10,11,1
16,7,9,2,13,9,8,1
21,11,8,4,20,11,9,3
23,5,14,3,20,6,15,1
17,9,7,2,15,9,9,0
5,0,1,1,4,1,0,1
20,9,8,2,19,10,7,2
18,7,10,4,19,5,13,3
