2,6,13,0,3,5,14,0
2,4,14,1,2,4,14,1
2,1,18,0,1,2,17,0
3,8,11,0,3,8,11,0
2,7,12,0,2,7,12,0
3,8,11,0,3,8,11,0
3,12,7,0,3,12,7,0
4,7,12,0,4,7,12,0
4,8,12,1,3,9,11,1
2,10,9,0,4,10,7,2
5,10,9,0,4,11,8,0
5,10,9,0,5,10,9,0
3,10,9,0,3,10,9,0
3,4,15,2,3,4,15,2
4,11,8,0,4,11,8,0
4,11,7,1,4,10,9,0
3,14,5,0,3,14,5,0
5,12,7,0,6,11,8,0
3,12,7,0,2,13,6,0
2,12,7,0,4,10,9,0
2,13,6,0,4,11,8,0
5,12,6,1,5,11,8,0
5,12,7,0,3,14,5,0
6,12,7,0,5,13,6,0
2,5,14,0,3,4,15,0
11,8,11,0,5,14,5,0
7,9,9,1,6,10,8,1
3,8,11,0,2,9,10,0
5,11,7,1,3,12,7,0
2,13,6,0,5,10,9,0
2,5,14,0,2,7,10,2
4,0,18,1,4,2,14,3
6,1,14,4,5,2,13,4
4,2,16,1,4,3,14,2
4,1,17,1,3,1,18,0
3,2,17,0,2,3,16,0
3,1,17,1,4,1,16,2
4,1,15,3,5,1,14,4
2,3,16,0,3,2,17,0
2,5,13,1,2,4,15,0
2,3,16,0,3,2,17,0
2,3,15,1,3,2,16,1
2,4,14,1,2,3,16,0
3,2,17,0,4,2,16,1
4,2,15,2,4,1,17,1
3,11,8,0,5,10,8,1
1,3,15,1,1,3,15,1
3,11,8,0,4,10,9,0
4,12,7,0,4,13,5,1
5,12,7,0,4,13,6,0
1,0,1,0,1,0,1,0
6,11,8,0,3,14,5,0
5,10,9,0,6,9,10,0
6,11,8,0,5,12,7,0
1,1,16,2,2,0,17,2
1,1,16,2,2,0,17,2
1,2,17,0,1,3,15,1
1,5,14,0,2,4,15,0
1,0,0,0,0,0,0,0
1,5,13,1,2,4,14,1
2,1,18,0,1,3,15,1
2,3,15,1,3,2,16,1
2,3,16,0,3,3,15,1
1,0,18,1,2,0,17,2
2,0,19,0,3,1,16,2
1,3,15,1,1,3,15,1
1,4,15,0,2,3,16,0
1,3,15,1,2,2,16,1
2,6,13,0,3,5,14,0
3,2,15,2,4,0,18,1
3,2,14,3,3,1,16,2
3,2,14,3,3,0,18,1
2,0,18,1,2,0,18,1
2,2,15,2,3,2,14,3
2,1,16,2,1,0,19,0
3,0,18,1,3,0,18,1
3,1,17,1,2,1,18,0
2,3,15,1,2,2,17,0
3,1,17,1,3,2,15,2
4,5,13,1,3,6,12,1
1,1,17,1,3,0,17,2
1,0,18,1,2,0,17,2
3,3,15,1,2,3,16,0
3,8,11,0,4,8,10,1
4,3,15,1,4,4,13,2
3,1,17,1,3,1,17,1
4,6,13,0,5,6,12,1
2,7,12,0,4,6,12,1
2,5,13,1,2,4,15,0
6,7,10,2,4,8,10,1
1,8,11,0,2,7,12,0
3,5,13,1,4,3,16,0
4,7,11,1,5,6,12,1
2,5,14,0,3,4,15,0
3,9,9,1,5,7,11,1
3,8,11,0,3,8,11,0
6,5,14,0,5,7,11,1
4,5,14,0,3,7,11,1
3,7,11,1,2,7,12,0
1,0,0,0,0,0,0,0
3,9,10,0,5,9,8,2
2,3,15,1,3,2,16,1
3,8,11,0,5,7,11,1
4,9,10,0,6,9,8,2
3,11,8,0,5,10,8,1
3,15,3,1,6,12,6,1
4,11,7,1,3,12,6,1
2,10,9,0,4,8,11,0
4,9,9,1,3,11,6,2
3,9,9,1,2,9,10,0
3,4,15,0,1,6,13,0
3,10,8,1,1,11,8,0
3,2,16,1,3,2,16,1
2,2,16,1,3,2,15,2
4,8,11,0,3,10,8,1
2,8,11,0,3,7,12,0
1,0,0,0,0,0,0,0
3,12,7,0,2,13,6,0
1,0,0,0,1,0,0,0
3,8,11,0,1,10,9,0
4,11,8,0,4,11,8,0
4,12,7,0,4,12,7,0
4,13,6,0,4,13,6,0
