15.588,-14.088,-4.6029,-46.925,49.54,-142.42,105.44,-14.089,233.09,34.453,237.77,-74.896,12.643,0,0
0,0,0,0,-13.085,-333.07,-144.71,-26.689,56.908,190.73,32.807,53.102,-5.0289,0,0
-2.5981,-21.002,-15.536,87.519,-28.024,-258.27,-105.39,-144.74,149.42,-141.49,-4.7712,-71.168,6.1468,0,0
0,0,0,0,71.774,-190.14,-189.91,311.46,-58.038,-74.134,-59.898,6.2173,-6.1224,0,0
0,0,0,0,-99.977,-206.86,16.729,63.993,-18.184,114.78,14.753,-19.005,-1.0583,0,0
-6.706,-27.812,-27.619,84.612,-0.53596,-36.605,370.62,-153.71,-64.714,-212.41,-95.222,27.464,-4.683,0,0
-1.7321,-23.428,-16.842,155.5,-176.43,144.32,-36.679,-49.241,47.138,232.47,-122.06,4.3976,-7.1293,0,0
-3.7811,-24.765,-14.779,113.59,165.64,-98.181,313.6,37.038,-54.409,21.654,0.42196,-53.449,58.949,0.16178,-0.53349
0.43301,1.6405,16.422,-23.51,-69.771,281.45,254.94,67.357,357.03,68.066,-71.569,-51.943,-4.2674,0,0
3.2533,-13.446,-12.119,100.75,9.0811,-167.8,299.28,-104.31,49.966,40.614,75.254,-4.8125,0.40817,0,0
8.2272,-22.173,15.722,-15.502,-80.18,-58.047,-383.53,-21.953,93.707,-7.8666,-48.785,0.5649,-10.855,0,0
-1.1102e-015,-23.727,26.778,-17.637,87.829,61.994,24.975,68.043,-86.14,22.696,133.61,48.174,-3.9719,0,0
8.2272,-22.173,15.722,-15.502,70.091,19.892,60.517,182.05,-160.72,-159.27,-28.914,55.685,2.0903,0,0
0,0,0,0,-74.037,-155.84,-80.347,314.41,-123.7,-106.39,122.49,-10.265,8.0853,0,0
0,0,0,0,36.461,-131.05,138.04,-55.336,-363.36,-134.67,21.245,134.05,-21.076,0,0
0,0,0,0,-0.65313,-198.89,172.78,138.9,393.34,249.21,-26.039,-14.386,-3.8227,0,0
1.7321,-28.399,8.9904,-18.758,-172.01,-435.31,155.93,31.374,260.44,-192.1,215.48,-118.76,0.16025,0,0
2.1283,8.3346,16.668,-35.841,-6.339,-11.964,-149.16,110.99,433.17,-35.202,31.87,58.847,6.1552,0,0
0,0,0,0,109.51,-33.98,19.639,-194.85,-116.39,276.11,-169.84,178.58,-24.007,0,0
-11.728,16.519,-9.907,-34.316,228.19,170.46,-37.019,240.79,39.327,173.62,106.32,-68.308,-0.79792,0,0
-3.7811,-24.765,-14.779,113.59,48.049,2.9165,26.178,-0.22548,-13.31,217.72,-0.88835,75.176,-1.7811,0,0
0,0,0,0,12.346,49.852,79.237,-149.68,-91.924,133.43,26.749,-154.46,23.564,0,0
0,0,0,0,-58.859,-131.14,-180.58,47.127,319.1,-46.393,230.98,-11.714,8.8454,0,0
0,0,0,0,-33.646,-250.27,256.71,161.76,273.67,192.16,39.694,-22.334,-0.50481,0,0
0,0,0,0,87.594,257.22,24.547,188.53,-285.87,8.9161,-8.6256,-8.7102,-8.8466,0,0
3.0311,-8.1471,12.221,-15.923,-289.47,69.858,168.6,372.23,193.84,127.73,142.38,58.855,-4.5756,0,0
-15.008,97.5,48.598,-82.621,79.252,-47.307,-78.776,205.62,110.44,57.668,-141.64,-1.9601,-0.3218,0,0
0,0,0,0,-6.1369,-14.051,218.27,139.47,-116.51,53.578,20.264,30.923,-7.811,0,0
0,0,0,0,-104.55,-64.027,12.938,12.324,-84.097,117.84,108.91,46.423,-6.0804,0,0
-26.847,19.809,26.25,63.639,-10.64,271.36,-24.512,-410.63,-291.45,118.19,-184.8,65.18,-215.62,46.998,-26.081
0,0,0,0,-72.117,-67.775,272.76,-118.55,66.528,26.857,29.286,-13.487,-7.9193,0,0
29.128,-11.903,-23.321,95.697,88.934,328.36,8.5801,-41.78,13.191,204.95,32.667,-23.274,-1.2841,0,0
-13.423,14.99,-15.301,-66.156,33.531,-296.88,-157.74,-104.83,-123.67,1.6452,-124.07,28.779,-0.99343,0,0
0,0,0,0,89.383,82.426,-164.85,5.8993,306.85,310.83,-196,131.1,-30.066,0,0
6.2844,-28.314,4.4691,50.137,104.57,-31.999,308.13,224.07,1.4446,-123.16,71.445,-127.15,25.821,0,0
-2.3759,-0.35946,-15.724,103.95,131.04,82.327,-1.4045,30.643,-198.68,298.49,204.25,-44.462,3.5902,0,0
-1.7321,-1.384,-4.2321,-30.021,36.416,-76.635,-44.385,39.724,74.391,290.29,-133.6,35.552,9.5272,0,0
-1.0768,1.8122,-233.64,72.309,-20.01,103.11,351.46,92.863,-149.25,-49.015,31.53,8.8747,-12.754,0,0
-16.454,33.517,-31.84,-55.496,-126.86,160.47,-121.43,-244.13,-144.6,76.491,28.687,-211.28,12.566,-95.217,56.761
0,0,0,0,26.57,-72.434,-208.1,-20.496,57.086,-270.44,58.927,19.556,-1.2216,0,0
-2.5981,-6.616,16.453,-26.535,-21.082,101.74,-255.78,-220.92,-11.77,-173.09,-167.07,31.045,10.999,0,0
9.5263,14.975,-35.004,93.173,-162.83,35.098,354.28,75.378,100.57,-186.97,-38.785,44.486,-9.7772,0,0
-1.616,-5.1785,-0.74311,-7.5413,185.8,112.81,209.24,192.94,-14.344,98.021,95.832,-56.448,4.7156,0,0
-6.7329,-0.73566,23.052,31.63,-74.59,43.109,-106.43,-40.967,91.775,-23.269,116.34,-86.495,59.861,5.1319,-19.016
-8.2272,22.173,-15.722,15.502,148.74,274.48,217.32,-56.315,160.37,-139.87,167.09,-27.127,-0.26587,0,0
4.3301,-36.68,41.219,12.699,-84.414,40.885,6.5326,-85.847,-30.619,6.2917,55.655,3.0475,145.57,-52.11,25.548
1.5425,-3.538,89.214,30.816,-34.806,-236.7,152.78,122.56,-270.7,-222.63,1.1168,-51.766,-3.3771,0,0
0,0,0,0,85.904,6.7515,-325.56,113.36,189.05,118.2,114.48,16.769,-6.6477,0,0
0,0,0,0,-126.94,-59.757,162.04,-177.22,34.913,-64.971,-37.669,5.13,4.2614,0,0
11.322,-20.469,9.1325,70.121,336.34,-110.35,-109.53,-58.57,177.08,176.23,-63.816,-200.42,37.339,0,0
-1.0613,-2.6172,0.37708,-0.375,86.106,-169.02,93.605,-29.595,141.64,268.43,-164.73,226.51,-31.653,0,0
0,0,0,0,-63.418,259.31,-139.15,315.38,-95.937,-57.404,3.3867,-31.225,-4.0742,0,0
-7.7942,-2.6699,0.35946,65.301,34.099,132.49,85.758,126.06,327.81,266.45,181.42,-204.24,17.569,0,0
0,0,0,0,-63.491,-112.7,-93.384,-177,96.741,-79.185,-76.468,-46.458,-2.6409,0,0
0,0,0,0,-158.02,40.496,-160.19,-73.246,-113.71,294.12,-136.82,-39.916,3.4372,0,0
-17.204,-17.105,173.62,-65.047,172.77,309.51,73.135,-30.293,-86.066,19.81,316.11,111.69,-22.94,0,0
0,0,0,0,7.5724,-54.92,42.893,35.275,126.49,11.547,10.674,37.827,-2.0831,0,0
-13.423,14.99,-15.301,-66.156,-42.516,103.93,87.152,124.1,8.6906,352.01,-49.529,7.0939,-9.7871,0,0
0,0,0,0,27.554,166.33,132.68,-104.79,126.75,-113.83,-117.42,7.4263,-7.0706,0,0
0,0,0,0,10.919,-234.67,168.89,46.293,41.959,7.8265,-2.3409,11.292,4.6669,0,0
0,0,0,0,-81.255,-1.6143,-177.95,164.96,-97.086,-27.601,31.45,8.4976,-3.5167,0,0
0.43301,1.6405,16.422,-23.51,2.0995,251.67,-88.514,82.29,88.543,50.059,133.91,-56.31,1.2494,0,0
-6.4952,-5.2566,-15.152,-226.36,-152.94,45.704,-6.5415,-308.97,-109.23,218.43,42.375,-100.17,2.8328,0,0
0,0,0,0,-99.399,173.38,100.53,-346.46,372.2,-171.07,-40.661,-28.129,-3.6424,0,0
