20.352,-2.3923,61.038,141.96,105.85,177.18,165.63,157.93,-280.55,154.16,103.82,-71.167,-2.9887,1.7796,-10.773
19.053,-13.838,12.368,49.929,-243.8,36.381,-199.21,171.02,176.23,34.097,136.69,-47.152,88.301,-10.398,6.4796
4.6046,-9.7909,-7.0066,1.1651,9.2778,49.874,-359.64,91.311,-211.65,-258.68,-22.261,69.509,14.555,0,0
11.691,-16.374,11.069,36.134,102.72,-97.903,-18.478,-123.23,-333.75,-219.24,-23.122,77.03,-73.592,-1.6193,3.9821
6.7697,-1.6014,8.5,-36.494,49.172,43.878,260.43,289.54,79.378,-0.1089,95.822,-124.31,11.091,37.236,-36.373
0,0,0,0,-111.28,1.5862,195.01,-114.2,-105.9,-199.16,184.29,-12.725,-7.8337,0,0
0,0,0,0,-138.53,-113.03,-39.25,35.313,-89.717,52.727,94.834,-0.82628,0.2766,0,0
0.43301,1.6405,16.422,-23.51,96.309,1.8416,350.85,-37.492,-162.57,-42.239,-14.464,-3.6813,-49.573,68.365,-45.863
0,0,0,0,-81.383,-37.042,-3.7398,257.28,419.7,-8.0838,63.97,-18.998,0.11691,0,0
13.423,-14.99,15.301,66.156,138.04,78.834,212.81,-143.07,199.12,-292.88,-97.846,-71.025,-98.615,46.998,-26.081
6.9282,-2.9641,7.1585,61.933,-215.79,-11.998,-66.368,7.2305,-218.44,-49.216,143.73,-118.79,-5.7994,0,0
0,0,0,0,-380.62,199.43,-60.064,202.02,-166.62,334,-168.94,11.779,9.1782,0,0
6.7697,-1.6014,8.5,-36.494,-53.551,183.95,-1.4653,133.98,52.327,262.6,20.973,-42.954,100.54,-10.398,6.4796
-4.3301,10.739,4.8726,-4.4772,1.3681,157.45,-80.241,-68.79,138.19,-107.42,-64.519,38.175,-3.4578,0,0
0,0,0,0,-22.306,-81.394,-122.99,282.1,-147.64,-6.7335,54.61,18.632,-2.8588,0,0
-4.3669,-4.6115,-3.9542,-58.102,-2.2816,-56.083,-6.5708,71.881,-226.74,19.831,29.167,97.947,35.306,0,0
2.5981,6.616,-16.453,26.535,-79.353,-164.15,-136.86,-114.25,2.7134,-8.4224,24.521,-37.05,32.31,-29.829,14.03
-2.2204e-016,-6.1062e-016,-1.2434e-014,-8.8818e-015,-76.69,43.2,61.886,83.339,8.1341,273.31,47.606,-219.15,-76.441,0,0
10.392,6.7303,117.7,-31.259,35.648,-392.25,-111.29,115.19,45.893,189.58,-233.41,34.893,36.769,-10.398,6.4796
3.2264,-4.378,-15.249,-6.7308,167.86,121.81,192.32,-287.22,146.95,-116.94,211.87,-107.62,-101.89,6.7355,17.073
0,0,0,0,49.56,-96.406,91.998,-17.094,-206.8,10.44,137.24,-17.634,-9.9097,0,0
-4.7999,11.877,20.061,-9.8009,117.32,-60.667,102.42,47.62,-61.569,-120.42,-155.25,-124.78,-2.3024,0,0
0,0,0,0,111.69,163.86,-177.1,131.91,181.14,-339.04,70.684,9.2808,1.5138,0,0
-8.2272,11.343,-16.118,-70.997,-181.61,-116.13,93.212,-157.05,233.5,158.23,-125.48,-97.214,19.796,0,0
2.5981,6.616,-16.453,26.535,-105.62,63.38,-106.19,139.5,187.46,-25.674,-138.61,-23.079,-1.7264,0,0
1.2623,-3.038,-0.23534,85.371,-156.55,-54.81,-90.073,-37.042,311.37,-89.873,3.1962,157.92,-15.22,0,0
0,0,0,0,-91.606,188.06,-245.21,143.75,-69.763,-13.375,4.9124,-82.07,30.547,0,0
