10,3,8,4,8,5,6,4
18,6,8,6,17,8,5,7
20,7,9,4,21,8,6,6
5,3,11,2,8,3,8,5
11,7,10,3,14,6,9,5
17,9,10,6,18,9,9,7
18,4,10,6,17,3,13,4
16,6,8,7,18,6,6,9
11,4,11,5,10,6,8,6
22,7,11,7,23,7,10,8
20,9,5,5,22,7,7,5
19,4,9,6,19,4,9,6
16,10,7,4,19,10,4,7
19,6,7,7,18,6,8,6
11,7,11,1,15,6,9,4
23,6,10,6,21,9,6,7
17,4,14,7,16,3,17,5
33,6,6,6,31,7,6,5
17,6,11,2,16,8,8,3
14,12,9,3,18,11,7,6
11,10,13,1,11,12,9,3
18,8,12,7,14,10,12,5
17,3,10,9,16,5,7,10
18,7,6,8,19,6,7,8
14,4,15,4,16,5,11,7
23,7,7,5,20,9,6,4
18,4,12,8,19,5,9,10
13,5,13,6,16,4,12,8
16,5,13,7,17,6,10,9
13,6,11,2,13,7,9,3
11,3,9,7,16,3,4,12
12,8,9,2,14,9,5,5
12,2,14,7,15,3,9,11
22,8,8,2,27,6,7,5
16,8,13,3,18,10,7,7
14,12,13,2,14,13,11,3
23,6,8,10,21,8,6,10
32,4,15,6,30,7,11,7
15,11,12,2,19,10,10,5
13,9,10,6,15,7,12,6
15,6,9,4,16,4,12,3
18,5,15,3,18,7,11,5
19,7,6,8,20,6,7,8
16,7,9,6,19,5,10,7
19,7,8,10,17,7,10,8
16,6,9,9,17,5,10,9
22,9,14,5,28,6,14,8
13,8,11,6,15,7,11,7
24,5,12,7,24,4,14,6
20,6,9,4,18,6,11,2
20,7,10,6,23,5,11,7
16,7,9,5,16,7,9,5
10,8,9,4,10,9,7,5
20,9,9,5,20,9,9,5
24,9,11,6,17,13,10,3
20,7,11,5,21,7,10,6
18,11,6,4,21,9,7,5
23,3,8,10,24,3,7,11
13,7,7,6,15,5,9,6
18,4,9,12,14,6,9,10
11,4,14,2,12,6,9,5
16,9,7,6,16,9,7,6
17,2,6,10,18,1,7,10
13,7,8,4,11,8,8,3
18,5,11,5,18,6,9,6
14,12,9,2,19,10,8,5
17,10,5,4,17,9,7,3
20,4,11,6,22,4,9,8
29,10,8,6,28,10,9,5
19,9,4,6,18,8,7,4
19,6,5,11,17,7,5,10
20,2,14,3,16,6,10,3
14,7,11,3,14,7,11,3
18,6,7,9,19,6,6,10
19,7,16,3,18,10,11,5
11,7,8,4,11,7,8,4
31,4,14,6,29,7,10,7
13,7,15,3,14,8,12,5
22,6,12,4,26,4,12,6
13,11,9,4,16,9,10,5
6,1,9,3,6,1,9,3
20,5,10,6,18,5,12,4
17,4,14,3,18,6,9,6
5,0,11,3,3,1,11,2
24,4,6,7,22,5,6,6
20,6,12,8,17,8,11,7
17,9,9,7,19,8,9,8
25,5,15,4,24,7,12,5
19,4,11,5,13,8,9,3
19,10,4,3,21,9,4,4
26,2,16,8,20,8,10,8
19,6,11,3,17,8,9,3
23,8,8,5,22,8,9,4
15,7,17,3,14,10,12,5
