9,3,10,6,14,2,7,10
18,8,13,4,18,8,13,4
20,11,8,7,22,10,8,8
13,9,7,4,15,7,9,4
13,11,8,2,16,8,11,2
14,10,8,5,16,8,10,5
21,11,3,4,18,12,4,2
23,9,6,6,21,9,8,4
16,14,8,6,17,11,13,4
21,10,7,4,17,12,7,2
16,12,9,5,17,10,12,4
17,10,7,3,18,9,8,3
12,10,8,6,14,7,12,5
19,6,7,11,17,6,9,9
11,7,8,7,14,5,9,8
11,6,7,7,9,7,7,6
16,10,9,8,17,8,12,7
8,10,14,3,13,8,13,6
16,6,10,7,13,7,11,5
14,7,8,5,17,6,7,7
20,9,9,5,22,9,7,7
16,8,11,6,16,8,11,6
27,7,7,9,28,6,8,9
9,7,7,6,10,4,12,4
15,2,13,4,16,3,10,6
16,7,9,5,15,6,12,3
12,8,8,6,10,8,10,4
15,11,6,6,17,8,10,5
16,5,6,10,17,2,11,8
11,5,9,6,8,7,8,5
12,10,10,2,15,8,11,3
14,4,10,5,16,3,10,6
11,12,11,3,14,10,12,4
30,8,9,7,33,6,10,8
10,8,7,4,11,8,6,5
11,7,10,4,12,5,13,3
18,5,8,6,16,6,8,5
27,5,8,4,26,5,9,3
19,7,10,6,18,7,11,5
8,6,10,3,12,4,10,5
10,11,10,6,11,9,13,5
21,11,5,7,22,8,10,5
16,10,5,4,19,7,8,4
19,7,7,6,17,8,7,5
9,11,9,3,8,13,6,4
20,8,11,7,20,8,11,7
13,6,7,7,12,5,10,5
14,6,8,6,9,8,9,3
20,11,2,8,24,6,8,7
17,9,11,5,19,9,9,7
23,13,8,3,25,12,8,4
10,5,9,6,9,4,12,4
27,7,8,7,26,7,9,6
21,8,7,4,24,7,6,6
13,5,10,5,10,6,11,3
20,7,6,8,16,9,6,6
13,3,11,7,16,2,10,9
18,15,4,5,18,13,8,3
19,3,8,10,19,2,10,9
21,4,8,8,21,4,8,8
12,10,10,7,17,7,11,9
15,9,4,6,14,7,9,3
13,10,6,6,17,6,10,6
15,11,7,5,17,8,11,4
19,7,10,6,17,8,10,5
15,8,6,5,17,6,8,5
17,8,8,9,13,9,10,6
21,11,12,6,22,12,9,8
19,8,6,7,22,4,11,6
14,6,9,6,14,6,9,6
28,8,9,6,27,9,8,6
18,8,10,7,16,8,12,5
6,7,8,4,11,3,11,5
12,6,10,7,13,4,13,6
18,8,11,5,20,7,11,6
11,10,10,4,16,8,9,7
19,3,11,6,16,6,8,6
15,5,10,5,14,6,9,5
9,4,14,5,10,4,13,6
10,8,9,3,10,7,11,2
24,8,5,7,25,6,8,6
12,7,8,8,13,6,9,8
21,8,5,8,18,7,10,4
28,8,5,5,25,9,6,3
15,10,6,9,16,7,11,7
8,4,11,5,6,4,13,3
12,8,8,6,16,6,8,8
10,3,14,9,11,5,9,12
20,8,10,2,20,9,8,3
13,4,13,4,13,5,11,5
26,7,7,11,25,6,10,9
19,7,10,8,22,5,11,9
14,10,4,9,13,8,9,6
